ts,symbol,side,entry,tp,sl,exit,result,pnl,balance
2024-01-26 02:00:00+00:00,BTC/USDT,SELL,40053.8,39535.3,40300.0,40300.0,SL,-9.046592545911866e-08,6.031061697274578e-08
2024-01-26 02:15:00+00:00,BTC/USDT,SELL,40164.1,39535.3,40300.0,40300.0,SL,-3.618637018364747e-08,2.4124246789098306e-08
2024-01-26 02:30:00+00:00,BTC/USDT,SELL,40139.9,39535.3,40300.0,40300.0,SL,-1.4474548073458984e-08,9.649698715639322e-09
2024-01-26 02:45:00+00:00,BTC/USDT,SELL,40133.0,39535.3,40300.0,40300.0,SL,-5.789819229383593e-09,3.859879486255729e-09
2024-01-26 03:00:00+00:00,BTC/USDT,SELL,40154.9,39535.3,40300.0,40300.0,SL,-2.3159276917534373e-09,1.5439517945022917e-09
2024-01-26 03:15:00+00:00,BTC/USDT,SELL,40077.7,39535.3,40300.0,40300.0,SL,-9.263710767013752e-10,6.175807178009165e-10
2024-01-26 03:30:00+00:00,BTC/USDT,SELL,40074.2,39535.3,40300.0,40300.0,SL,-3.7054843068054994e-10,2.4703228712036657e-10
2024-01-26 03:45:00+00:00,BTC/USDT,SELL,40057.0,39535.3,40300.0,40300.0,SL,-1.4821937227221995e-10,9.881291484814662e-11
2024-01-26 04:00:00+00:00,BTC/USDT,SELL,40112.6,39535.3,40300.0,40300.0,SL,-5.928774890888798e-11,3.952516593925865e-11
2024-01-26 04:15:00+00:00,BTC/USDT,SELL,40144.9,39535.3,40300.0,40300.0,SL,-2.371509956355519e-11,1.5810066375703458e-11
2024-01-26 04:30:00+00:00,BTC/USDT,SELL,40167.0,39535.3,40300.0,40300.0,SL,-9.486039825422076e-12,6.324026550281382e-12
2024-01-26 04:45:00+00:00,BTC/USDT,SELL,40133.8,39535.3,40300.0,40300.0,SL,-3.794415930168829e-12,2.529610620112553e-12
2024-01-26 05:00:00+00:00,BTC/USDT,SELL,40122.6,39535.3,40300.0,40300.0,SL,-1.5177663720675319e-12,1.0118442480450211e-12
2024-01-26 05:15:00+00:00,BTC/USDT,SELL,40100.6,39535.3,40300.0,40300.0,SL,-6.071065488270126e-13,4.047376992180085e-13
2024-01-26 05:30:00+00:00,BTC/USDT,SELL,40103.0,39535.3,40300.0,40300.0,SL,-2.4284261953080513e-13,1.6189507968720337e-13
